                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                 1.5932,                 1.6875,                 1.9472,                0.56187,                0.52929,                0.53258,                0.24924,                 2.0105,                 1.7856,                  2.479,              0.0004555,              0.0004555,              0.0004555
                     57,                 1.6095,                 1.6791,                 1.9584,                0.57656,                0.52387,                0.54412,                0.24857,                 2.0352,                 1.7633,                 2.5235,              0.0004456,              0.0004456,              0.0004456
                     58,                 1.6005,                 1.6911,                 1.9569,                0.59934,                0.52114,                0.54705,                0.25509,                 2.0244,                 1.7355,                  2.503,              0.0004357,              0.0004357,              0.0004357
                     59,                 1.6026,                 1.6641,                 1.9481,                0.59477,                0.51853,                0.53508,                0.25037,                 2.0221,                  1.765,                 2.4885,              0.0004258,              0.0004258,              0.0004258
                     60,                 1.5931,                 1.6754,                 1.9497,                0.55499,                0.53918,                0.53942,                0.25081,                 2.0418,                 1.7657,                 2.5039,              0.0004159,              0.0004159,              0.0004159
                     61,                 1.5853,                 1.6442,                 1.9317,                0.57189,                0.54099,                0.55085,                0.25228,                 2.0444,                 1.7701,                 2.5108,               0.000406,               0.000406,               0.000406
                     62,                 1.5762,                 1.6289,                 1.9271,                0.59811,                0.53253,                0.54883,                0.25442,                 2.0231,                 1.7349,                 2.4874,              0.0003961,              0.0003961,              0.0003961
                     63,                 1.5764,                 1.6325,                 1.9217,                0.58478,                0.51527,                0.53561,                0.25632,                 2.0184,                  1.757,                 2.4946,              0.0003862,              0.0003862,              0.0003862
                     64,                 1.5663,                 1.6173,                 1.9159,                0.58437,                 0.5357,                0.54347,                0.25414,                 2.0278,                 1.7518,                  2.509,              0.0003763,              0.0003763,              0.0003763
                     65,                 1.5617,                 1.5991,                 1.9207,                 0.5694,                0.55771,                0.53633,                0.24957,                  2.041,                 1.7484,                 2.5127,              0.0003664,              0.0003664,              0.0003664
                     66,                 1.5569,                 1.5911,                  1.905,                0.55929,                0.53228,                0.53412,                0.25225,                 2.0395,                 1.7499,                  2.516,              0.0003565,              0.0003565,              0.0003565
                     67,                 1.5548,                 1.5904,                  1.906,                0.56592,                0.55694,                0.54408,                0.25268,                  2.047,                  1.755,                 2.5202,              0.0003466,              0.0003466,              0.0003466
                     68,                 1.5496,                 1.5645,                 1.9044,                0.61317,                0.54171,                0.54755,                0.25855,                 2.0362,                 1.7388,                 2.5054,              0.0003367,              0.0003367,              0.0003367
                     69,                 1.5402,                 1.5521,                 1.8978,                0.60709,                0.52676,                0.54775,                0.25767,                 2.0387,                 1.7263,                 2.5101,              0.0003268,              0.0003268,              0.0003268
                     70,                 1.5427,                 1.5491,                  1.897,                0.58615,                0.54942,                0.55043,                0.25732,                 2.0514,                 1.7433,                 2.5353,              0.0003169,              0.0003169,              0.0003169
                     71,                 1.5238,                 1.5494,                 1.8921,                0.57573,                0.54155,                0.53833,                 0.2538,                 2.0464,                 1.7354,                 2.5256,               0.000307,               0.000307,               0.000307
